appid,derived_st,conf_file
SA-ThreatIntelligence,transitioners_rest_handler,props.conf
SA-ThreatIntelligence,transitions_rest_hander,props.conf
trapx-deceptiongrid,trapx:syslog,inputs.conf
trapx-deceptiongrid,trapx:syslog|,savedsearches.conf
TA-trendmicro_cm_cef,trendmicro,eventtypes.conf
broken_hosts,trim(lower(if(isnotnull(rename,savedsearches.conf
Trustar,trustar:indicators,savedsearches.conf
Trustar,trustar:reports,savedsearches.conf
AWS_Trusted_Advisor_for_Splunk,trusted_advisor,inputs.conf
sanitycheck,twiki`,macros.conf
SplunkForU-verse,u-verse,eventtypes.conf
Splunk_TA_ueba,uba_audit,transforms.conf
SA-UEBA,uba:rest_handler,props.conf
uberAgent,uberAgent:Application:AppNameIdMapping,savedsearches.conf
uberAgent,uberAgent:System:MachineInventory,savedsearches.conf
Splunk_TA_ueba,ueba,inputs.conf
SA-VMNetAppUtils,unflatten,props.conf
SA-Utils,unflatten,props.conf
splunk_app_for_nix,unix_app_hosts_update,inputs.conf
splunk_app_for_nix,unix_installer,props.conf
Splunk_TA_nix,Unix:*,eventtypes.conf
Splunk_TA_nix,Unix:CPUTime,props.conf
Splunk_TA_nix,Unix:FreeDiskSpace,props.conf
Splunk_TA_nix,Unix:ListeningPorts,inputs.conf
Splunk_TA_nix,Unix:LocalProcesses,props.conf
Splunk_TA_nix,Unix:Memory,props.conf
Splunk_TA_nix,Unix:Service,inputs.conf
Splunk_TA_nix,Unix:SSHDConfig,inputs.conf
Splunk_TA_nix,Unix:Update,inputs.conf
Splunk_TA_nix,Unix:Uptime,inputs.conf
Splunk_TA_nix,Unix:UserAccounts,inputs.conf
Splunk_TA_nix,Unix:Version,inputs.conf
Splunk_TA_nix,Unix:VSFTPDConfig,inputs.conf
Splunk_TA_nix,useradd,props.conf
Splunk_TA_nix,userdel,props.conf
Splunk_TA_nix,usersWithLoginPrivs,inputs.conf
splunk_app_for_nix,usersWithLoginPrivs,macros.conf
Splunk_TA_vcenter,vclog,inputs.conf
extreme_networks_basic,version_detail,transforms.conf
extreme_networks_basic,version_images,transforms.conf
extreme_networks_basic,version_process,transforms.conf
config_analytics,views,inputs.conf
vimeo,vimeo,inputs.conf
TA_violin-fsp,violin:fsp:rest,inputs.conf
violin-app-fsp,violin:fsp:rest,savedsearches.conf
extreme_networks_basic,vlan,transforms.conf
PeopleSoft,vmstat,savedsearches.conf
Splunk_TA_nix,vmstat,inputs.conf
maprops,vmstat,inputs.conf
splunk_app_for_nix,vmstat,macros.conf
Splunk_TA_esxilogs,vmw-syslog,inputs.conf
splunk_for_vmware,vmware:*log*,savedsearches.conf
splunk_for_vmware,vmware:esx*,savedsearches.conf
splunk_for_vmware,vmware:esx*:*,savedsearches.conf
splunk_for_vmware,vmware:esxlog:*,savedsearches.conf
Splunk_TA_esxilogs,vmware:esxlog:1,transforms.conf
Splunk_TA_esxilogs,vmware:esxlog:section_headers,transforms.conf
Splunk_TA_vmware,vmware:events,eventtypes.conf
splunk_for_vmware,vmware:events,savedsearches.conf
SA-VMW-HierarchyInventory,vmware:inv,savedsearches.conf
splunk_for_vmware,vmware:inv,savedsearches.conf
Splunk_TA_vmware,vmware:inv:*,eventtypes.conf
SA-VMW-HierarchyInventory,vmware:inv:datastore,savedsearches.conf
Splunk_TA_vmware,vmware:inv:datastore,eventtypes.conf
splunk_for_vmware,vmware:inv:datastore,savedsearches.conf
SA-VMW-HierarchyInventory,vmware:inv:hierarchy,savedsearches.conf
splunk_for_vmware,vmware:inv:hierarchy,savedsearches.conf
SA-VMW-HierarchyInventory,vmware:inv:hostsystem,savedsearches.conf
Splunk_TA_vmware,vmware:inv:hostsystem,eventtypes.conf
splunk_for_vmware,vmware:inv:hostsystem,savedsearches.conf
splunk_for_vmware,vmware:inv:hostsystem|,savedsearches.conf
Splunk_TA_vmware,vmware:inv:vm,eventtypes.conf
splunk_for_vmware,vmware:inv:vm,savedsearches.conf
splunk_for_vmware,vmware:perf,savedsearches.conf
Splunk_TA_vmware,vmware:perf:*,eventtypes.conf
SA-VMW-HierarchyInventory,vmware:perf:clusterservices,savedsearches.conf
Splunk_TA_vmware,vmware:perf:cpu,eventtypes.conf
Splunk_TA_vmware,vmware:perf:datastore,eventtypes.conf
Splunk_TA_vmware,vmware:perf:mem,eventtypes.conf
Splunk_TA_vmware,vmware:perf:net,eventtypes.conf
Splunk_TA_vmware,vmware:perf:sys,eventtypes.conf
splunk_for_vmware,vmware:perf*,savedsearches.conf
Splunk_TA_vcenter,vmware:vclog,props.conf
Splunk_TA_vcenter,vmware:vclog:1,transforms.conf
Splunk_TA_vcenter,vmware:vclog:cim-diag,props.conf
Splunk_TA_vcenter,vmware:vclog:sms,props.conf
Splunk_TA_vcenter,vmware:vclog:stats,props.conf
Splunk_TA_vcenter,vmware:vclog:tomcat,inputs.conf
Splunk_TA_vcenter,vmware:vclog:vim-tomcat-shared,props.conf
Splunk_TA_vcenter,vmware:vclog:vpxd,props.conf
Splunk_TA_vcenter,vmware:vclog:vpxd-alert,props.conf
Splunk_TA_vcenter,vmware:vclog:vpxd-profiler,props.conf
Splunk_TA_vcenter,vmware:vclog:vws,props.conf
TA-volatility,volatility,inputs.conf
extreme_networks_basic,vrrp,transforms.conf
TA-ftp,vsftpd,transforms.conf
Vulture,vulture:filterlog,transforms.conf
Vulture,vulture:log,transforms.conf
TA-nsfocus-waf,waf,eventtypes.conf
network_tools,wakeonlan_search_command,props.conf
Splunk_TA_WatchGuard_Firebox,watchguard:firebox:syslog,inputs.conf
SplunkAppForWazuh,wazuh-monitoring-3x,inputs.conf
TA-WALLIX_Bastion,WB:syslog,inputs.conf
weather_alerts,weather_alerts_entry,inputs.conf
weather_alerts,weather_alerts_entry|head,savedsearches.conf
weather_alerts,weather_alerts_entry|xmlkv|lookup,savedsearches.conf
weather_alerts,weather_alerts_entry|xmlkv|stats,savedsearches.conf
weather_alerts,weather_alerts_entry|xmlkv|timechart,savedsearches.conf
weather_alerts,weather_alerts_entry|xmlkv|top,savedsearches.conf
website_monitoring,web_availability_modular_input,props.conf
website_input,web_input_controller,props.conf
website_input,web_input_modular_input,props.conf
website_monitoring,web_ping,savedsearches.conf
PeopleSoft,weblogic,inputs.conf
Websense,websense_ss,transforms.conf
website_monitoring,website_monitoring_rest_handler,props.conf
wget,wget,savedsearches.conf
Splunk_TA_nix,who,inputs.conf
splunk_app_for_nix,who,macros.conf
network_tools,whois_lookup_command,props.conf
network_tools,whois_search_command,props.conf
TA-centralops,whois:centralops:json,savedsearches.conf
SA-NetworkProtection,Whois:Domaintools,inputs.conf
TA-domaintools-beta,Whois:DomaintoolsApp,savedsearches.conf
TA-domaintools,Whois:DomaintoolsApp,savedsearches.conf
SA-NetworkProtection,Whois:System,inputs.conf
win_systeminfo_ta,win:systeminfo,inputs.conf
monitoringwincontainers,wincontainers_host_logs,macros.conf
monitoringwincontainers,wincontainers_logs,macros.conf
monitoringwincontainers,wincontainers_stats,macros.conf
security_getting_started,windows_auth,inputs.conf
Splunk_TA_windows,WindowsUpdateLog,inputs.conf
splunk_app_windows_infrastructure,WindowsUpdateLog,props.conf
splunk_app_microsoft_exchange,WindowsUpdateLog,props.conf
SecKit_SA_idm_windows,wineventlog:*,savedsearches.conf
splunk_app_windows_infrastructure,WinEventLog:1,transforms.conf
splunk_app_microsoft_exchange,WinEventLog:1,transforms.conf
security_getting_started,WinEventLog:2,transforms.conf
DA-CORE-GPG13,WinEventLog:Application,eventtypes.conf
campus_compliance,WinEventLog:Application,eventtypes.conf
security_getting_started,WinEventLog:Application:sav,transforms.conf
splunk_app_windows_infrastructure,WinEventLog:Application:sav,transforms.conf
splunk_app_microsoft_exchange,WinEventLog:Application:sav,transforms.conf
security_getting_started,WinEventLog:Application:sophos,transforms.conf
splunk_app_windows_infrastructure,WinEventLog:Application:sophos,transforms.conf
splunk_app_microsoft_exchange,WinEventLog:Application:sophos,transforms.conf
security_getting_started,WinEventLog:Application:trendmicro,transforms.conf
TA-trendmicro,WinEventLog:Application:trendmicro,transforms.conf
splunk_app_windows_infrastructure,WinEventLog:Application:trendmicro,transforms.conf
splunk_app_microsoft_exchange,WinEventLog:Application:trendmicro,transforms.conf
TA-Exchange-Mailbox,WinEventLog:Exchange,inputs.conf
splunk_app_microsoft_exchange,WinEventLog:Exchange,eventtypes.conf
TemplateForXenApp,WinEventLog:Microsoft-Windows-GroupPolicy/Operational,inputs.conf
DA-ESS-ContentUpdate,WinEventLog:Security,savedsearches.conf
DA-ESS-ContentUpdate,wineventlog:security,savedsearches.conf
sami,WinEventLog:Security,savedsearches.conf
ms_windows_ad_objects,WinEventLog:Security,macros.conf
campus_compliance,WinEventLog:Security,eventtypes.conf
DA-ESS-ContentUpdate,WinEventLog:System,savedsearches.conf
security_getting_started,WinEventLog:System:IAS,transforms.conf
splunk_app_windows_infrastructure,WinEventLog:System:IAS,transforms.conf
splunk_app_microsoft_exchange,WinEventLog:System:IAS,transforms.conf
splunk_app_windows_infrastructure,WinEventLog*,eventtypes.conf
splunk_app_microsoft_exchange,WinEventLog*,eventtypes.conf
SecKit_SA_idm_windows,winhostmon,savedsearches.conf
Splunk_TA_windows,WinHostMon,eventtypes.conf
sami,WinHostMon,savedsearches.conf
TemplateForXenDesktop7,WinHostMon,savedsearches.conf
TemplateForXenApp,WinHostMon,savedsearches.conf
technology_inventory,WinHostMon,eventtypes.conf
splunk_app_microsoft_exchange,WinHostMon,eventtypes.conf
Splunk_TA_windows,WinNetMon,eventtypes.conf
Splunk_TA_windows,WinPrintMon,eventtypes.conf
splunk_app_windows_infrastructure,WinPrintMon,savedsearches.conf
splunk_app_microsoft_exchange,WinPrintMon,savedsearches.conf
SA-EndpointProtection,WinRegistry,savedsearches.conf
DA-ESS-ThreatIntelligence,WinRegistry,savedsearches.conf
Splunk_TA_windows,WinRegistry,eventtypes.conf
sami,WinRegistry,savedsearches.conf
essential8-app,WinRegistry,savedsearches.conf
Splunk_TA_nix,wksh_authentication,props.conf
Splunk_TA_windows,WMI:*,eventtypes.conf
Splunk_TA_windows,WMI:1,transforms.conf
security_getting_started,WMI:1,transforms.conf
Splunk_TA_windows,WMI:ComputerSystem,eventtypes.conf
Splunk_TA_windows,WMI:CPUTime,eventtypes.conf
Splunk_TA_nix,WMI:CPUTime,eventtypes.conf
Splunk_TA_windows,WMI:FreeDiskSpace,eventtypes.conf
Splunk_TA_nix,WMI:FreeDiskSpace,eventtypes.conf
Splunk_TA_windows,WMI:InstalledUpdates,eventtypes.conf
Splunk_TA_nix,WMI:ListeningPorts,eventtypes.conf
Splunk_TA_windows,WMI:LocalNetwork,eventtypes.conf
Splunk_TA_windows,WMI:LocalProcesses,eventtypes.conf
Splunk_TA_nix,WMI:LocalProcesses,eventtypes.conf
Splunk_TA_windows,WMI:LogicalDisk,eventtypes.conf
Splunk_TA_windows,WMI:Memory,eventtypes.conf
Splunk_TA_nix,WMI:Memory,eventtypes.conf
sami,WMI:OperatingSystem,savedsearches.conf
sami,WMI:QFE,savedsearches.conf
Splunk_TA_windows,WMI:Service,eventtypes.conf
Splunk_TA_nix,WMI:Service,eventtypes.conf
TemplateForXenDesktop7,WMI:Services,savedsearches.conf
TemplateForXenApp,WMI:Services,savedsearches.conf
Splunk_TA_windows,WMI:Uptime,eventtypes.conf
Splunk_TA_nix,WMI:Uptime,eventtypes.conf
Splunk_TA_windows,WMI:UserAccounts,eventtypes.conf
Splunk_TA_windows,WMI:Version,eventtypes.conf
Splunk_TA_nix,WMI:Version,eventtypes.conf
TA-workday,workday:raw,inputs.conf
TA-workday,workday:user_activity,eventtypes.conf
TA-weavingthings,WT_devices,inputs.conf
TA-weavingthings,WT_networks,inputs.conf
TA-weavingthings,WT_platform,inputs.conf
PCI,wtmp,props.conf
wonderware,ww:log,savedsearches.conf
TemplateForXenApp,xenapp:*:application,savedsearches.conf
TemplateForXenApp,xenapp:*:farm,savedsearches.conf
TemplateForXenApp,xenapp:*:server,savedsearches.conf
TemplateForXenDesktop7,xenapp:*:session,savedsearches.conf
TemplateForXenApp,xenapp:*:session,savedsearches.conf
TemplateForXenApp,xenapp:65:application,inputs.conf
TemplateForXenApp,xenapp:65:configlog,inputs.conf
TemplateForXenApp,xenapp:65:farm,inputs.conf
TemplateForXenApp,xenapp:65:installedsoftware,inputs.conf
TemplateForXenApp,xenapp:65:server,inputs.conf
TemplateForXenApp,xenapp:65:serverhotfix,inputs.conf
TemplateForXenApp,xenapp:65:serverload,inputs.conf
TemplateForXenApp,xenapp:65:session,inputs.conf
TemplateForXenApp,xenapp:65:workergroup,inputs.conf
TemplateForXenDesktop7,xendesktop:*:application,savedsearches.conf
TemplateForXenDesktop7,xendesktop:*:machine,savedsearches.conf
TemplateForXenDesktop7,xendesktop:*:site,savedsearches.conf
splunk_xirrus_arrays,xirrus,inputs.conf
SOCPrimeSYSMONIntegrationFrameworkBasic,xmlwineventlog:microsoft-windows-sysmon/operational,savedsearches.conf
SA-TI_showcase,XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,inputs.conf
DA-ESS-ContentUpdate,XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,savedsearches.conf
DA-ESS-ContentUpdate,xmlwineventlog:microsoft-windows-sysmon/operational,savedsearches.conf
security_getting_started,XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,inputs.conf
TA-microsoft-sysmon,XmlWinEventLog:Microsoft-Windows-Sysmon/Operational,eventtypes.conf
TA-microsoft-windefender,XmlWinEventLog:Microsoft-Windows-Windows,eventtypes.conf
TA-yahoo-weather-api-modular-input,yahoo:weather:api,inputs.conf
BikeStations,yahooWeather,inputs.conf
TA_splbee,your_sourcetype,inputs.conf
homemonitor,yourdevice,transforms.conf
zeromq,zero_pipe,inputs.conf
zeromq,zero_receive,inputs.conf
zeromq,zero_subscribe,inputs.conf
DA-ITSI-MAINFRAME_ZOS,zos_smf_db2,eventtypes.conf
apps,zscalerlss-zpa-app,macros.conf
zscalersplunkapp,zscalerlss-zpa-app,macros.conf
apps,zscalerlss-zpa-auth,macros.conf
zscalersplunkapp,zscalerlss-zpa-auth,macros.conf
apps,zscalerlss-zpa-connector,macros.conf
zscalersplunkapp,zscalerlss-zpa-connector,macros.conf
apps,zscalerlss-zpa*,macros.conf
zscalersplunkapp,zscalerlss-zpa*,macros.conf
apps,zscalernss-dns,macros.conf
zscalersplunkapp,zscalernss-dns,macros.conf
apps,zscalernss-fw,macros.conf
zscalersplunkapp,zscalernss-fw,macros.conf
apps,zscalernss-web,macros.conf
zscalersplunkapp,zscalernss-web,macros.conf
TA-stonesoft,#NAME?,props.conf
